"tokenOrValue","tokenType","filePath","officialMappingStatus","rtlImpact","notes"
"#4770","Hex colour","src/services/billing-state.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5447","Hex colour","src/services/billing-state.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4794","Hex colour","src/services/billing-state.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4771","Hex colour","src/services/billing.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4770","Hex colour","src/services/billing.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5621","Hex colour","src/services/billing.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5617","Hex colour","src/services/billing.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4634","Hex colour","src/services/billing.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4635","Hex colour","src/services/billing.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5386","Hex colour","src/services/bootstrap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5300","Hex colour","src/services/bootstrap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5263","Hex colour","src/services/bootstrap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5287","Hex colour","src/services/bootstrap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5249","Hex colour","src/services/bootstrap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4488","Hex colour","src/services/bootstrap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5359","Hex colour","src/services/breaking-news-alerts.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3800","Hex colour","src/services/cached-risk-scores.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6B8F5E","Hex colour","src/services/celebration.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#C4A35A","Hex colour","src/services/celebration.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#7BA5C4","Hex colour","src/services/celebration.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#8BAF7A","Hex colour","src/services/celebration.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#E8B96E","Hex colour","src/services/celebration.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#7FC4C4","Hex colour","src/services/celebration.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4438","Hex colour","src/services/checkout-dialog-factory.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#141414","Hex colour","src/services/checkout-dialog-factory.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2a2a2a","Hex colour","src/services/checkout-dialog-factory.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e8e8e8","Hex colour","src/services/checkout-dialog-factory.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffffff","Hex colour","src/services/checkout-dialog-factory.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#c8c8c8","Hex colour","src/services/checkout-dialog-factory.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#aaaaaa","Hex colour","src/services/checkout-dialog-factory.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#44ff88","Hex colour","src/services/checkout-dialog-factory.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0a0a0a","Hex colour","src/services/checkout-dialog-factory.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#b91c1c","Hex colour","src/services/checkout-error-toast.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#dc2626","Hex colour","src/services/checkout-error-toast.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","src/services/checkout-error-toast.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4438","Hex colour","src/services/checkout-errors.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3894","Hex colour","src/services/checkout-errors.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5380","Hex colour","src/services/checkout-no-user-policy.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4438","Hex colour","src/services/checkout-pending-dialog.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5728","Hex colour","src/services/checkout-return.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4449","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4447","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5728","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4387","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3163","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0d0d0d","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1a1a1a","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#323232","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffffff","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#909090","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#22c55e","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#16a34a","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f8f9fa","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#d4d4d4","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#555555","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#15803d","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4931","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5380","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4438","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3894","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4450","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#251","Hex colour","src/services/checkout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4865","Hex colour","src/services/classify-gate.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4779","Hex colour","src/services/classify-gate.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5728","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0f0f0f","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#141414","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e8e8e8","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#aaaaaa","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#44ff88","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ff4444","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#111111","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2a2a2a","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#666666","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#000000","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#cccccc","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888888","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffffff","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f8f9fa","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1a1a1a","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#555555","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#16a34a","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#dc2626","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#d4d4d4","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5933","Hex colour","src/services/clerk.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5300","Hex colour","src/services/conflict/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ff3030","Hex colour","src/services/conflict/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ff8800","Hex colour","src/services/conflict/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffcc00","Hex colour","src/services/conflict/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5268","Hex colour","src/services/conflict/ucdp-classify.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3242","Hex colour","src/services/correlation-engine/engine.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4512","Hex colour","src/services/country-geometry.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3800","Hex colour","src/services/country-instability.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5300","Hex colour","src/services/cyber/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4922","Hex colour","src/services/daily-market-brief.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4929","Hex colour","src/services/daily-market-brief.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4914","Hex colour","src/services/daily-market-brief.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3242","Hex colour","src/services/economic/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5728","Hex colour","src/services/entitlements.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5632","Hex colour","src/services/entitlements.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5697","Hex colour","src/services/entity-index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5697","Hex colour","src/services/feed-date.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5873","Hex colour","src/services/feed-language.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5300","Hex colour","src/services/forecast.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4771","Hex colour","src/services/gates/export-resolver.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5813","Hex colour","src/services/gates/export.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5632","Hex colour","src/services/gates/playback-resolver.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5632","Hex colour","src/services/gates/playback.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5813","Hex colour","src/services/gates/playback.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#E8F4FD","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#C5DFF8","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#E8F5E4","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#C5E8BE","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#FDE8EE","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#F5C5D5","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#FDF5E8","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#F5E2C0","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#E4F5E8","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#BEE8C5","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#F0E8FD","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#D8C5F5","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#7BA5C4","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6B8F5E","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#C48B9F","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#C4A35A","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2d9a4e","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#8b5cf6","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#FFFFFF","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2D3748","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#718096","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#A0AEC0","Hex colour","src/services/happy-share-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4715","Hex colour","src/services/health-freshness.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4902","Hex colour","src/services/health-freshness.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4865","Hex colour","src/services/health-freshness.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4910","Hex colour","src/services/health-freshness.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4907","Hex colour","src/services/health-freshness.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4449","Hex colour","src/services/hosted-checkout-url.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3027","Hex colour","src/services/imf-country-data.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4571","Hex colour","src/services/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4649","Hex colour","src/services/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4921","Hex colour","src/services/insights-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4920","Hex colour","src/services/insights-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5622","Hex colour","src/services/mcp-grant-denial.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4922","Hex colour","src/services/notification-channels.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5622","Hex colour","src/services/notification-channels.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4922","Hex colour","src/services/notifications-settings.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3632","Hex colour","src/services/notifications-settings.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5813","Hex colour","src/services/panel-gating.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4771","Hex colour","src/services/panel-gating.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5608","Hex colour","src/services/panel-gating.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5733","Hex colour","src/services/prediction/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#34d399","Hex colour","src/services/preferences-content.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fbbf24","Hex colour","src/services/preferences-content.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f87171","Hex colour","src/services/preferences-content.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888","Hex colour","src/services/preferences-content.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5608","Hex colour","src/services/premium-denial.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5600","Hex colour","src/services/premium-denial.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5245","Hex colour","src/services/premium-fetch.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5674","Hex colour","src/services/premium-fetch.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5674","Hex colour","src/services/premium-intent.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5219","Hex colour","src/services/premium-intent.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5494","Hex colour","src/services/pro-activation-state.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5617","Hex colour","src/services/pro-activation-state.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5727","Hex colour","src/services/pro-activation-state.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5582","Hex colour","src/services/pro-activation-state.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5600","Hex colour","src/services/pro-activation-state.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5609","Hex colour","src/services/pro-activation-state.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5728","Hex colour","src/services/pro-banner-policy.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3758","Hex colour","src/services/progress-data.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6B8F5E","Hex colour","src/services/progress-data.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#7BA5C4","Hex colour","src/services/progress-data.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#C4A35A","Hex colour","src/services/progress-data.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#C48B9F","Hex colour","src/services/progress-data.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#223","Hex colour","src/services/referral.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6000","Hex colour","src/services/regional-feed-rollout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5949","Hex colour","src/services/regional-feed-rollout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4478","Hex colour","src/services/related-assets.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5165","Hex colour","src/services/rss.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3417","Hex colour","src/services/rss.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3242","Hex colour","src/services/sanctions-pressure.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#16a34a","Hex colour","src/services/stock-fundamentals-display.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#dc2626","Hex colour","src/services/stock-fundamentals-display.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ef4444","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f97316","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#eab308","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#22c55e","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3b82f6","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0c0c14","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#666","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#555","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffffff","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#777","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1a1a2e","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#dc2626","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#8b5cf6","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#aaa","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#999","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e0e0e0","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#bbb","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ddd","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#222","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#444","Hex colour","src/services/story-renderer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffffff","Hex colour","src/services/story-share.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#000000","Hex colour","src/services/story-share.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5377","Hex colour","src/services/summarization-outcome.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5605","Hex colour","src/services/summarization-outcome.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4913","Hex colour","src/services/summarization.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4687","Hex colour","src/services/summarization.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4944","Hex colour","src/services/summarization.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5605","Hex colour","src/services/summarization.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5377","Hex colour","src/services/summarization.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4913","Hex colour","src/services/summarize-gate.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4675","Hex colour","src/services/summarize-gate.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4687","Hex colour","src/services/summarize-gate.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5605","Hex colour","src/services/summarize-gate.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3584","Hex colour","src/services/supply-chain/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ef4444","Hex colour","src/services/threat-classifier.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f97316","Hex colour","src/services/threat-classifier.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#eab308","Hex colour","src/services/threat-classifier.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#22c55e","Hex colour","src/services/threat-classifier.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3b82f6","Hex colour","src/services/threat-classifier.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4865","Hex colour","src/services/threat-classifier.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4779","Hex colour","src/services/threat-classifier.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5697","Hex colour","src/services/trending-keywords.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5386","Hex colour","src/services/weather.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffd700","Hex colour","src/services/webcams/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#00d4ff","Hex colour","src/services/webcams/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#45b7d1","Hex colour","src/services/webcams/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#96ceb4","Hex colour","src/services/webcams/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f4a460","Hex colour","src/services/webcams/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4169e1","Hex colour","src/services/webcams/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888888","Hex colour","src/services/webcams/index.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3310","Hex colour","src/services/webmcp.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6120","Hex colour","src/services/wm-session-copy.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3541","Hex colour","src/services/wm-session.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5674","Hex colour","src/services/wm-session.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5219","Hex colour","src/services/wm-session.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5251","Hex colour","src/services/wm-session.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5386","Hex colour","src/services/wm-session.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5245","Hex colour","src/services/wm-session.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3574","Hex colour","src/services/wm-session.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3575","Hex colour","src/services/wm-session.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3557","Hex colour","src/services/wm-session.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3845","Hex colour","src/shared/ciss-staleness.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
